stage	timetodiagnose	Pathway	N	DE	p.value	p.adjusted
Distant	(1.4,2.8]	Glutathione metabolism	56	1	0.978302800277511	1
Distant	(1.4,2.8]	Starch and sucrose metabolism	36	1	0.91448667808013	1
Distant	(1.4,2.8]	Other glycan degradation	18	0	1	1
Distant	(1.4,2.8]	Other types of O-glycan biosynthesis	22	1	0.777162264251679	1
Distant	(1.4,2.8]	Amino sugar and nucleotide sugar metabolism	48	2	0.834393951395234	1
Distant	(1.4,2.8]	Neomycin, kanamycin and gentamicin biosynthesis	5	0	1	1
Distant	(1.4,2.8]	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	20	1	0.744527120828971	1
Distant	(1.4,2.8]	Glycerolipid metabolism	61	3	0.775656101654465	1
Distant	(1.4,2.8]	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	25	0	1	1
Distant	(1.4,2.8]	Glycerophospholipid metabolism	97	5	0.774979261701585	1
Distant	(1.4,2.8]	Arachidonic acid metabolism	63	1	0.986586561627218	1
Distant	(1.4,2.8]	Linoleic acid metabolism	29	0	1	1
Distant	(1.4,2.8]	alpha-Linolenic acid metabolism	25	0	1	1
Distant	(1.4,2.8]	Butanoate metabolism	28	1	0.852149939491474	1
Distant	(1.4,2.8]	One carbon pool by folate	20	1	0.744527120828971	1
Distant	(1.4,2.8]	Thiamine metabolism	16	0	1	1
Distant	(1.4,2.8]	Nicotinate and nicotinamide metabolism	30	0	1	1
Distant	(1.4,2.8]	Pantothenate and CoA biosynthesis	19	0	1	1
Distant	(1.4,2.8]	Biotin metabolism	3	0	1	1
Distant	(1.4,2.8]	Lipoic acid metabolism	3	0	1	1
Distant	(1.4,2.8]	Folate biosynthesis	26	0	1	1
Distant	(1.4,2.8]	Retinol metabolism	67	1	0.989811793409324	1
Distant	(1.4,2.8]	Porphyrin and chlorophyll metabolism	42	1	0.94330835064848	1
Distant	(1.4,2.8]	Sulfur metabolism	9	0	1	1
Distant	(1.4,2.8]	Aminoacyl-tRNA biosynthesis	66	3	0.819465724039126	1
Distant	(1.4,2.8]	Metabolism of xenobiotics by cytochrome P450	76	1	0.994515867602634	1
Distant	(1.4,2.8]	Drug metabolism - cytochrome P450	72	1	0.992777279939353	1
Distant	(1.4,2.8]	Drug metabolism - other enzymes	79	2	0.97041063616625	1
Distant	(1.4,2.8]	Metabolic pathways	1305	59	0.999781393509092	1
Distant	(1.4,2.8]	2-Oxocarboxylic acid metabolism	18	0	1	1
Distant	(1.4,2.8]	Biosynthesis of amino acids	75	1	0.994124938431451	1
Distant	(1.4,2.8]	ABC transporters	44	1	0.950571090838613	1
Distant	(1.4,2.8]	Ribosome biogenesis in eukaryotes	105	3	0.97298768119135	1
Distant	(1.4,2.8]	Ribosome	153	0	1	1
Distant	(1.4,2.8]	RNA transport	171	10	0.698144726057197	1
Distant	(1.4,2.8]	RNA degradation	79	3	0.900672171023358	1
Distant	(1.4,2.8]	RNA polymerase	31	1	0.87958457352848	1
Distant	(1.4,2.8]	DNA replication	36	0	1	1
Distant	(1.4,2.8]	Spliceosome	134	7	0.788686869879169	1
Distant	(1.4,2.8]	Proteasome	45	1	0.953846380172943	1
Distant	(1.4,2.8]	Protein export	23	1	0.791884456542289	1
Distant	(1.4,2.8]	Base excision repair	33	1	0.894988901474848	1
Distant	(1.4,2.8]	Mismatch repair	23	0	1	1
Distant	(1.4,2.8]	Homologous recombination	41	1	0.939286970677178	1
Distant	(1.4,2.8]	Fanconi anemia pathway	54	1	0.975109048581412	1
Distant	(1.4,2.8]	Cytokine-cytokine receptor interaction	294	12	0.97676788178204	1
Distant	(1.4,2.8]	NF-kappa B signaling pathway	95	5	0.759119947413485	1
Distant	(1.4,2.8]	Neuroactive ligand-receptor interaction	277	12	0.958984128197669	1
Distant	(1.4,2.8]	Sulfur relay system	8	0	1	1
Distant	(1.4,2.8]	Phagosome	152	8	0.792845487898687	1
Distant	(1.4,2.8]	Necroptosis	162	8	0.846145733005204	1
Distant	(1.4,2.8]	Cardiac muscle contraction	78	4	0.764915358328632	1
Distant	(1.4,2.8]	Cell adhesion molecules (CAMs)	144	6	0.920055972306668	1
Distant	(1.4,2.8]	Complement and coagulation cascades	79	1	0.995539646009372	1
Distant	(1.4,2.8]	Antigen processing and presentation	77	2	0.966778456727172	1
Distant	(1.4,2.8]	Renin-angiotensin system	23	0	1	1
Distant	(1.4,2.8]	NOD-like receptor signaling pathway	168	9	0.785977057400113	1
Distant	(1.4,2.8]	Cytosolic DNA-sensing pathway	63	2	0.926461769754083	1
Distant	(1.4,2.8]	Hematopoietic cell lineage	97	5	0.774979261701585	1
Distant	(1.4,2.8]	Natural killer cell mediated cytotoxicity	131	7	0.768872423982588	1
Distant	(1.4,2.8]	Olfactory transduction	448	3	0.999999999987607	1
Distant	(1.4,2.8]	Taste transduction	83	4	0.805735324928136	1
Distant	(1.4,2.8]	Type I diabetes mellitus	43	2	0.785576259333034	1
Distant	(1.4,2.8]	Maturity onset diabetes of the young	26	0	1	1
Distant	(1.4,2.8]	Collecting duct acid secretion	27	0	1	1
Distant	(1.4,2.8]	Fat digestion and absorption	41	2	0.762740448044922	1
Distant	(1.4,2.8]	Vitamin digestion and absorption	24	0	1	1
Distant	(1.4,2.8]	Alzheimer disease	171	10	0.698144726057197	1
Distant	(1.4,2.8]	Parkinson disease	142	7	0.835264042528964	1
Distant	(1.4,2.8]	Huntington disease	193	8	0.945653842348135	1
Distant	(1.4,2.8]	Legionellosis	55	3	0.71200586474471	1
Distant	(1.4,2.8]	Leishmaniasis	74	2	0.960516087310682	1
Distant	(1.4,2.8]	African trypanosomiasis	35	1	0.908426096924185	1
Distant	(1.4,2.8]	Malaria	49	1	0.964919707014754	1
Distant	(1.4,2.8]	Amoebiasis	96	5	0.767151791166115	1
Distant	(1.4,2.8]	Staphylococcus aureus infection	56	1	0.978302800277511	1
Distant	(1.4,2.8]	Chemical carcinogenesis	82	3	0.913965337630348	1
Distant	(1.4,2.8]	Asthma	31	1	0.87958457352848	1
Distant	(1.4,2.8]	Autoimmune thyroid disease	53	3	0.687921490080054	1
Distant	(1.4,2.8]	Inflammatory bowel disease (IBD)	65	1	0.988309656299211	1
Distant	(1.4,2.8]	Systemic lupus erythematosus	133	3	0.994052782598397	1
Distant	(1.4,2.8]	Rheumatoid arthritis	90	4	0.853012343413647	1
Distant	(1.4,2.8]	Graft-versus-host disease	41	2	0.762740448044922	1
Distant	(1.4,2.8]	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	72	3	0.862232858918435	1
Distant	(2.8,4.2]	Pentose phosphate pathway	30	4	0.727431082975199	1
Distant	(2.8,4.2]	Pentose and glucuronate interconversions	34	0	1	1
Distant	(2.8,4.2]	Galactose metabolism	31	4	0.751573551559418	1
Distant	(2.8,4.2]	Ascorbate and aldarate metabolism	27	0	1	1
Distant	(2.8,4.2]	Fatty acid biosynthesis	13	2	0.637879999431894	1
Distant	(2.8,4.2]	Fatty acid degradation	44	4	0.936409135435871	1
Distant	(2.8,4.2]	Synthesis and degradation of ketone bodies	10	0	1	1
Distant	(2.8,4.2]	Steroid biosynthesis	19	1	0.963294725219147	1
Distant	(2.8,4.2]	Primary bile acid biosynthesis	17	1	0.948000657505379	1
Distant	(2.8,4.2]	Steroid hormone biosynthesis	60	0	1	1
Distant	(2.8,4.2]	Oxidative phosphorylation	133	6	0.999992059536876	1
Distant	(2.8,4.2]	Arginine biosynthesis	21	1	0.974093142102722	1
Distant	(2.8,4.2]	Purine metabolism	174	22	0.907876720919386	1
Distant	(2.8,4.2]	Caffeine metabolism	5	0	1	1
Distant	(2.8,4.2]	Pyrimidine metabolism	101	10	0.971009816446155	1
Distant	(2.8,4.2]	Glycine, serine and threonine metabolism	40	5	0.787090972142666	1
Distant	(2.8,4.2]	Cysteine and methionine metabolism	47	5	0.889589899793637	1
Distant	(2.8,4.2]	Valine, leucine and isoleucine degradation	48	2	0.997634904988354	1
Distant	(2.8,4.2]	Valine, leucine and isoleucine biosynthesis	4	0	1	1
Distant	(2.8,4.2]	Histidine metabolism	23	3	0.73417572323321	1
Distant	(2.8,4.2]	Tryptophan metabolism	40	1	0.999058724857121	1
Distant	(2.8,4.2]	Phenylalanine, tyrosine and tryptophan biosynthesis	5	0	1	1
Distant	(2.8,4.2]	Taurine and hypotaurine metabolism	11	0	1	1
Distant	(2.8,4.2]	Selenocompound metabolism	17	1	0.948000657505379	1
Distant	(2.8,4.2]	D-Glutamine and D-glutamate metabolism	5	0	1	1
Distant	(2.8,4.2]	Glutathione metabolism	56	7	0.811195157791497	1
Distant	(2.8,4.2]	Starch and sucrose metabolism	36	4	0.848185423220649	1
Distant	(2.8,4.2]	Other glycan degradation	18	1	0.956311341470905	1
Distant	(2.8,4.2]	Neomycin, kanamycin and gentamicin biosynthesis	5	0	1	1
Distant	(2.8,4.2]	Glycerolipid metabolism	61	9	0.654470235979148	1
Distant	(2.8,4.2]	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	25	1	0.987098088066827	1
Distant	(2.8,4.2]	Ether lipid metabolism	47	6	0.782396257717225	1
Distant	(2.8,4.2]	Arachidonic acid metabolism	63	4	0.993895345843904	1
Distant	(2.8,4.2]	Linoleic acid metabolism	29	2	0.958084111686733	1
Distant	(2.8,4.2]	alpha-Linolenic acid metabolism	25	3	0.785440132689333	1
Distant	(2.8,4.2]	Sphingolipid metabolism	47	6	0.782396257717225	1
Distant	(2.8,4.2]	Glycosphingolipid biosynthesis - lacto and neolacto series	27	4	0.644700684886068	1
Distant	(2.8,4.2]	Glycosphingolipid biosynthesis - globo and isoglobo series	15	2	0.716266600653641	1
Distant	(2.8,4.2]	Glycosphingolipid biosynthesis - ganglio series	15	2	0.716266600653641	1
Distant	(2.8,4.2]	Pyruvate metabolism	39	5	0.767659994291662	1
Distant	(2.8,4.2]	Glyoxylate and dicarboxylate metabolism	30	3	0.878606018832106	1
Distant	(2.8,4.2]	Propanoate metabolism	32	2	0.972978761039853	1
Distant	(2.8,4.2]	Butanoate metabolism	28	2	0.951560278139125	1
Distant	(2.8,4.2]	One carbon pool by folate	20	3	0.639865634146198	1
Distant	(2.8,4.2]	Riboflavin metabolism	8	1	0.751021570790047	1
Distant	(2.8,4.2]	Vitamin B6 metabolism	6	1	0.64747691785446	1
Distant	(2.8,4.2]	Nicotinate and nicotinamide metabolism	30	3	0.878606018832106	1
Distant	(2.8,4.2]	Pantothenate and CoA biosynthesis	19	2	0.830610434002546	1
Distant	(2.8,4.2]	Folate biosynthesis	26	1	0.98916232464829	1
Distant	(2.8,4.2]	Retinol metabolism	67	7	0.926480005305253	1
Distant	(2.8,4.2]	Porphyrin and chlorophyll metabolism	42	3	0.973198802998864	1
Distant	(2.8,4.2]	Terpenoid backbone biosynthesis	22	1	0.978235874078508	1
Distant	(2.8,4.2]	Nitrogen metabolism	17	2	0.779870557299603	1
Distant	(2.8,4.2]	Sulfur metabolism	9	1	0.790766016466103	1
Distant	(2.8,4.2]	Aminoacyl-tRNA biosynthesis	66	2	0.999864399244194	1
Distant	(2.8,4.2]	Metabolism of xenobiotics by cytochrome P450	76	7	0.969241761795858	1
Distant	(2.8,4.2]	Drug metabolism - cytochrome P450	72	8	0.906369316612766	1
Distant	(2.8,4.2]	Drug metabolism - other enzymes	79	8	0.949604986437381	1
Distant	(2.8,4.2]	Metabolic pathways	1305	174	0.998296588117884	1
Distant	(2.8,4.2]	Carbon metabolism	116	16	0.774670485879339	1
Distant	(2.8,4.2]	Fatty acid metabolism	48	5	0.90006252912298	1
Distant	(2.8,4.2]	Biosynthesis of amino acids	75	10	0.778015425053962	1
Distant	(2.8,4.2]	Ribosome biogenesis in eukaryotes	105	6	0.999649056585607	1
Distant	(2.8,4.2]	Ribosome	153	7	0.999997718149871	1
Distant	(2.8,4.2]	RNA transport	171	16	0.995842665404188	1
Distant	(2.8,4.2]	RNA polymerase	31	1	0.995469149994689	1
Distant	(2.8,4.2]	Basal transcription factors	45	4	0.943298371564483	1
Distant	(2.8,4.2]	DNA replication	36	3	0.941746474687436	1
Distant	(2.8,4.2]	Spliceosome	134	17	0.879037386543561	1
Distant	(2.8,4.2]	Proteasome	45	4	0.943298371564483	1
Distant	(2.8,4.2]	PPAR signaling pathway	74	9	0.855286633689425	1
Distant	(2.8,4.2]	Base excision repair	33	4	0.79486824798488	1
Distant	(2.8,4.2]	Nucleotide excision repair	47	3	0.986315547864725	1
Distant	(2.8,4.2]	Mismatch repair	23	2	0.901659584647206	1
Distant	(2.8,4.2]	Homologous recombination	41	2	0.993022603197845	1
Distant	(2.8,4.2]	Non-homologous end-joining	13	1	0.89567134472574494	1
Distant	(2.8,4.2]	Fanconi anemia pathway	54	7	0.77967267438599	1
Distant	(2.8,4.2]	Cytokine-cytokine receptor interaction	294	38	0.93946197017854	1
Distant	(2.8,4.2]	Neuroactive ligand-receptor interaction	277	37	0.902474938554141	1
Distant	(2.8,4.2]	Sulfur relay system	8	1	0.751021570790047	1
Distant	(2.8,4.2]	Peroxisome	83	9	0.929503179880013	1
Distant	(2.8,4.2]	Apoptosis	136	19	0.770914022485705	1
Distant	(2.8,4.2]	Necroptosis	162	16	0.99090049730018	1
Distant	(2.8,4.2]	Cardiac muscle contraction	78	10	0.818160636480639	1
Distant	(2.8,4.2]	Vascular smooth muscle contraction	121	16	0.828438822116882	1
Distant	(2.8,4.2]	Complement and coagulation cascades	79	6	0.991324076453037	1
Distant	(2.8,4.2]	Antigen processing and presentation	77	9	0.885037839432046	1
Distant	(2.8,4.2]	Renin-angiotensin system	23	1	0.981716614507204	1
Distant	(2.8,4.2]	NOD-like receptor signaling pathway	168	20	0.944364021657307	1
Distant	(2.8,4.2]	RIG-I-like receptor signaling pathway	70	6	0.976198866556802	1
Distant	(2.8,4.2]	Cytosolic DNA-sensing pathway	63	2	0.999780295587292	1
Distant	(2.8,4.2]	Hematopoietic cell lineage	97	14	0.700864763260006	1
Distant	(2.8,4.2]	Thermogenesis	229	31	0.866103347011333	1
Distant	(2.8,4.2]	Serotonergic synapse	115	15	0.837766528440927	1
Distant	(2.8,4.2]	Olfactory transduction	448	16	1	1
Distant	(2.8,4.2]	Phototransduction	28	3	0.846739114787453	1
Distant	(2.8,4.2]	Ovarian steroidogenesis	49	4	0.96455448572219	1
Distant	(2.8,4.2]	Thyroid hormone synthesis	74	11	0.649600820227187	1
Distant	(2.8,4.2]	Cortisol synthesis and secretion	64	9	0.711683690436048	1
Distant	(2.8,4.2]	Non-alcoholic fatty liver disease (NAFLD)	149	16	0.97394937281968	1
Distant	(2.8,4.2]	Type I diabetes mellitus	43	4	0.928768080215474	1
Distant	(2.8,4.2]	Maturity onset diabetes of the young	26	3	0.807838911956759	1
Distant	(2.8,4.2]	Collecting duct acid secretion	27	2	0.944073052185434	1
Distant	(2.8,4.2]	Fat digestion and absorption	41	4	0.910957424293495	1
Distant	(2.8,4.2]	Alzheimer disease	171	19	0.972576185762882	1
Distant	(2.8,4.2]	Parkinson disease	142	13	0.993717746517403	1
Distant	(2.8,4.2]	Huntington disease	193	19	0.995054301594841	1
Distant	(2.8,4.2]	Prion diseases	35	5	0.676576275566874	1
Distant	(2.8,4.2]	Alcoholism	180	23	0.90233763463709	1
Distant	(2.8,4.2]	Pathogenic Escherichia coli infection	55	7	0.795894650466617	1
Distant	(2.8,4.2]	Pertussis	76	11	0.685371488814662	1
Distant	(2.8,4.2]	Legionellosis	55	8	0.668436266975981	1
Distant	(2.8,4.2]	African trypanosomiasis	35	3	0.933949720398537	1
Distant	(2.8,4.2]	Malaria	49	7	0.684374628504482	1
Distant	(2.8,4.2]	Staphylococcus aureus infection	56	6	0.901274215463973	1
Distant	(2.8,4.2]	Herpes simplex infection	185	27	0.724398111236684	1
Distant	(2.8,4.2]	Chemical carcinogenesis	82	9	0.92332274571664	1
Distant	(2.8,4.2]	Autoimmune thyroid disease	53	5	0.94042558582505	1
Distant	(2.8,4.2]	Systemic lupus erythematosus	133	12	0.99325435797174	1
Distant	(2.8,4.2]	Rheumatoid arthritis	90	12	0.792690605055602	1
Distant	(2.8,4.2]	Allograft rejection	38	5	0.746909711804459	1
Distant	(2.8,4.2]	Graft-versus-host disease	41	4	0.910957424293495	1
Distant	(4.2,5.6]	Glycolysis / Gluconeogenesis	68	1	0.97509295077139	1
Distant	(4.2,5.6]	Pentose and glucuronate interconversions	34	0	1	1
Distant	(4.2,5.6]	Fructose and mannose metabolism	33	1	0.832649584224662	1
Distant	(4.2,5.6]	Galactose metabolism	31	1	0.813456377346703	1
Distant	(4.2,5.6]	Ascorbate and aldarate metabolism	27	0	1	1
Distant	(4.2,5.6]	Fatty acid degradation	44	1	0.907944708163576	1
Distant	(4.2,5.6]	Primary bile acid biosynthesis	17	0	1	1
Distant	(4.2,5.6]	Ubiquinone and other terpenoid-quinone biosynthesis	11	0	1	1
Distant	(4.2,5.6]	Steroid hormone biosynthesis	60	1	0.961472183713374	1
Distant	(4.2,5.6]	Oxidative phosphorylation	133	3	0.974160803503914	1
Distant	(4.2,5.6]	Arginine biosynthesis	21	1	0.679112203288829	1
Distant	(4.2,5.6]	Purine metabolism	174	8	0.703449734799021	1
Distant	(4.2,5.6]	Caffeine metabolism	5	0	1	1
Distant	(4.2,5.6]	Pyrimidine metabolism	101	4	0.785943391439081	1
Distant	(4.2,5.6]	Valine, leucine and isoleucine degradation	48	2	0.727197978774686	1
Distant	(4.2,5.6]	Arginine and proline metabolism	50	0	1	1
Distant	(4.2,5.6]	Histidine metabolism	23	0	1	1
Distant	(4.2,5.6]	Tryptophan metabolism	40	0	1	1
Distant	(4.2,5.6]	Phenylalanine, tyrosine and tryptophan biosynthesis	5	0	1	1
Distant	(4.2,5.6]	beta-Alanine metabolism	31	1	0.813456377346703	1
Distant	(4.2,5.6]	Phosphonate and phosphinate metabolism	6	0	1	1
Distant	(4.2,5.6]	D-Arginine and D-ornithine metabolism	1	0	1	1
Distant	(4.2,5.6]	Starch and sucrose metabolism	36	1	0.857809055699077	1
Distant	(4.2,5.6]	N-Glycan biosynthesis	49	2	0.737696367165932	1
Distant	(4.2,5.6]	Other glycan degradation	18	0	1	1
Distant	(4.2,5.6]	Amino sugar and nucleotide sugar metabolism	48	2	0.727197978774686	1
Distant	(4.2,5.6]	Neomycin, kanamycin and gentamicin biosynthesis	5	0	1	1
Distant	(4.2,5.6]	Glycosaminoglycan biosynthesis - keratan sulfate	14	0	1	1
Distant	(4.2,5.6]	Glycerolipid metabolism	61	2	0.838852949263566	1
Distant	(4.2,5.6]	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	25	0	1	1
Distant	(4.2,5.6]	Glycerophospholipid metabolism	97	4	0.758717081929855	1
Distant	(4.2,5.6]	Ether lipid metabolism	47	1	0.921803707506496	1
Distant	(4.2,5.6]	Arachidonic acid metabolism	63	0	1	1
Distant	(4.2,5.6]	Linoleic acid metabolism	29	0	1	1
Distant	(4.2,5.6]	alpha-Linolenic acid metabolism	25	0	1	1
Distant	(4.2,5.6]	Glycosphingolipid biosynthesis - lacto and neolacto series	27	0	1	1
Distant	(4.2,5.6]	Glycosphingolipid biosynthesis - globo and isoglobo series	15	0	1	1
Distant	(4.2,5.6]	Pyruvate metabolism	39	1	0.879194215441531	1
Distant	(4.2,5.6]	Propanoate metabolism	32	1	0.823312742458661	1
Distant	(4.2,5.6]	Butanoate metabolism	28	1	0.780473779945839	1
Distant	(4.2,5.6]	One carbon pool by folate	20	0	1	1
Distant	(4.2,5.6]	Thiamine metabolism	16	0	1	1
Distant	(4.2,5.6]	Riboflavin metabolism	8	0	1	1
Distant	(4.2,5.6]	Nicotinate and nicotinamide metabolism	30	1	0.80305165925094	1
Distant	(4.2,5.6]	Biotin metabolism	3	0	1	1
Distant	(4.2,5.6]	Folate biosynthesis	26	0	1	1
Distant	(4.2,5.6]	Retinol metabolism	67	0	1	1
Distant	(4.2,5.6]	Porphyrin and chlorophyll metabolism	42	1	0.897370043089125	1
Distant	(4.2,5.6]	Terpenoid backbone biosynthesis	22	0	1	1
Distant	(4.2,5.6]	Nitrogen metabolism	17	0	1	1
Distant	(4.2,5.6]	Sulfur metabolism	9	0	1	1
Distant	(4.2,5.6]	Aminoacyl-tRNA biosynthesis	66	1	0.972221740459995	1
Distant	(4.2,5.6]	Metabolism of xenobiotics by cytochrome P450	76	1	0.983906163452152	1
Distant	(4.2,5.6]	Drug metabolism - cytochrome P450	72	2	0.899098841483307	1
Distant	(4.2,5.6]	Drug metabolism - other enzymes	79	2	0.925731382183568	1
Distant	(4.2,5.6]	Metabolic pathways	1305	51	0.994737664696782	1
Distant	(4.2,5.6]	Carbon metabolism	116	4	0.866837760714615	1
Distant	(4.2,5.6]	Biosynthesis of amino acids	75	2	0.911452569832443	1
Distant	(4.2,5.6]	Ribosome biogenesis in eukaryotes	105	3	0.92028419236877	1
Distant	(4.2,5.6]	Ribosome	153	4	0.964061263323202	1
Distant	(4.2,5.6]	RNA polymerase	31	0	1	1
Distant	(4.2,5.6]	DNA replication	36	1	0.857809055699077	1
Distant	(4.2,5.6]	Spliceosome	134	4	0.928046475082391	1
Distant	(4.2,5.6]	Proteasome	45	1	0.912817129670877	1
Distant	(4.2,5.6]	Protein export	23	0	1	1
Distant	(4.2,5.6]	PPAR signaling pathway	74	3	0.755212078093924	1
Distant	(4.2,5.6]	Nucleotide excision repair	47	2	0.716346564028901	1
Distant	(4.2,5.6]	Mismatch repair	23	1	0.712084760512163	1
Distant	(4.2,5.6]	Homologous recombination	41	0	1	1
Distant	(4.2,5.6]	Non-homologous end-joining	13	0	1	1
Distant	(4.2,5.6]	Fanconi anemia pathway	54	0	1	1
Distant	(4.2,5.6]	Cytokine-cytokine receptor interaction	294	8	0.989246995926305	1
Distant	(4.2,5.6]	Neuroactive ligand-receptor interaction	277	10	0.924672965077188	1
Distant	(4.2,5.6]	Sulfur relay system	8	0	1	1
Distant	(4.2,5.6]	Peroxisome	83	2	0.937821000745256	1
Distant	(4.2,5.6]	Apoptosis - multiple species	33	1	0.832649584224662	1
Distant	(4.2,5.6]	Vascular smooth muscle contraction	121	5	0.770792598529378	1
Distant	(4.2,5.6]	Notch signaling pathway	48	1	0.925944254926322	1
Distant	(4.2,5.6]	Tight junction	170	8	0.678511894326852	1
Distant	(4.2,5.6]	Complement and coagulation cascades	79	2	0.925731382183568	1
Distant	(4.2,5.6]	RIG-I-like receptor signaling pathway	70	3	0.720792968655389	1
Distant	(4.2,5.6]	Cytosolic DNA-sensing pathway	63	1	0.967284429459233	1
Distant	(4.2,5.6]	Hematopoietic cell lineage	97	4	0.758717081929855	1
Distant	(4.2,5.6]	Th1 and Th2 cell differentiation	92	4	0.721023831272499	1
Distant	(4.2,5.6]	Leukocyte transendothelial migration	112	5	0.709448953141001	1
Distant	(4.2,5.6]	Intestinal immune network for IgA production	49	1	0.92986608592133	1
Distant	(4.2,5.6]	Circadian rhythm	31	1	0.813456377346703	1
Distant	(4.2,5.6]	Thermogenesis	229	10	0.773082187479753	1
Distant	(4.2,5.6]	Olfactory transduction	448	3	0.999999994701055	1
Distant	(4.2,5.6]	Taste transduction	83	3	0.820179964408585	1
Distant	(4.2,5.6]	Phototransduction	28	1	0.780473779945839	1
Distant	(4.2,5.6]	Insulin secretion	85	4	0.661241304074425	1
Distant	(4.2,5.6]	Ovarian steroidogenesis	49	2	0.737696367165932	1
Distant	(4.2,5.6]	Melanogenesis	101	4	0.785943391439081	1
Distant	(4.2,5.6]	Thyroid hormone synthesis	74	3	0.755212078093924	1
Distant	(4.2,5.6]	Maturity onset diabetes of the young	26	1	0.755314937948377	1
Distant	(4.2,5.6]	Vasopressin-regulated water reabsorption	44	2	0.681608847729132	1
Distant	(4.2,5.6]	Collecting duct acid secretion	27	0	1	1
Distant	(4.2,5.6]	Fat digestion and absorption	41	1	0.891636770442931	1
Distant	(4.2,5.6]	Bile secretion	71	3	0.729734247472472	1
Distant	(4.2,5.6]	Vitamin digestion and absorption	24	1	0.727280931492383	1
Distant	(4.2,5.6]	Huntington disease	193	8	0.804248275592161	1
Distant	(4.2,5.6]	Cocaine addiction	49	1	0.92986608592133	1
Distant	(4.2,5.6]	Alcoholism	180	5	0.9643031072176	1
Distant	(4.2,5.6]	Vibrio cholerae infection	50	2	0.747848729666218	1
Distant	(4.2,5.6]	Pathogenic Escherichia coli infection	55	1	0.949408769792352	1
Distant	(4.2,5.6]	Shigellosis	65	2	0.863794719038845	1
Distant	(4.2,5.6]	Staphylococcus aureus infection	56	2	0.801913565997061	1
Distant	(4.2,5.6]	Chemical carcinogenesis	82	1	0.98840491082486	1
Distant	(4.2,5.6]	Thyroid cancer	37	0	1	1
Distant	(4.2,5.6]	Autoimmune thyroid disease	53	1	0.943587853761945	1
Distant	(4.2,5.6]	Systemic lupus erythematosus	133	3	0.974160803503914	1
Distant	(4.2,5.6]	Primary immunodeficiency	37	1	0.865327021676511	1
Distant	(4.2,5.6]	Viral myocarditis	59	2	0.824891752325651	1
Distant	(5.6,7]	Glycolysis / Gluconeogenesis	68	0	1	1
Distant	(5.6,7]	Citrate cycle (TCA cycle)	30	0	1	1
Distant	(5.6,7]	Pentose phosphate pathway	30	0	1	1
Distant	(5.6,7]	Pentose and glucuronate interconversions	34	0	1	1
Distant	(5.6,7]	Fructose and mannose metabolism	33	0	1	1
Distant	(5.6,7]	Galactose metabolism	31	0	1	1
Distant	(5.6,7]	Ascorbate and aldarate metabolism	27	0	1	1
Distant	(5.6,7]	Fatty acid biosynthesis	13	0	1	1
Distant	(5.6,7]	Fatty acid elongation	30	0	1	1
